Codigo;Nome;Categoria;TUSS;Valor Particular;Valor Unimed279;Valor UnimedCompleta;Preparo;Nome Original PDF
ANTCAMSD;Angio TC Arterial de Membro Superior Direito;Tomografia;;1.232,50;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIO TC ARTERIAL DE MEMBRO SUPERIOR D
ANTCVMIE;Angio TC Venosa de Membro Inferior Esquerdo;Tomografia;;1.232,50;;;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIO TC VENOSA DE MEMBRO INFERIOR E
ANRMAOAB;Angiorressonância Aorta Abdominal;Ressonância;41101340;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA AORTA ABDOMINAL
ANRMAOTO;Angiorressonância Aorta Torácica;Ressonância;41101332;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA AORTA TORACICA
ANRMABRE;Angiorressonância Arterial Antebraço Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL ANTEBRACO ESQUERDO
ANRMARBD;Angiorressonância Arterial Braço Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL BRACO DIREITO
ANRMARBE;Angiorressonância Arterial Braço Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL BRACO ESQUERDO
ANRMACXD;Angiorressonância Arterial Coxa Direita;Ressonância;41101553;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL COXA DIREITA
ANRMACXE;Angiorressonância Arterial Coxa Esquerda · Gerado Automaticamente;Ressonância;41101553;854,25;;135,31;JJejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 1.;ANGIORESSONANCIA ARTERIAL COXA ESQUERDA · Gerado automaticamente
ANRMARCR;Angiorressonância Arterial Crânio;Ressonância;41101537;854,25;;135,31;Nao e necessário jejum Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL CRANIO
ANRMABRD;Angiorressonância Arterial de Antebraço Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente..;ANGIORESSONANCIA ARTERIAL DE ANTEBRACO DIREITO
ANRMAJOD;Angiorressonância Arterial Joelho Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL JOELHO DIREITO
ANRMAJOE;Angiorressonância Arterial Joelho Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL JOELHO ESQUERDO
ANRMAMAD;Angiorressonância Arterial Mão Direita;Ressonância;;854,25;;;SEM ESMALTE / UNHA EM GEL jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA ARTERIAL MAO DIREITA
ANRMAMAE;Angiorressonância Arterial Mão Esquerda;Ressonância;;854,25;;;SEM ESMALTE / UNHA EM GEL jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA ARTERIAL MAO ESQUERDA
ANRMAPED;Angiorressonância Arterial Pé Direito;Ressonância;41101553;854,25;;135,31;SEM ESMALTE / UNHA EM GEL jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA ARTERIAL PE DIREITO
ANRMAPEE;Angiorressonância Arterial Pé Esquerdo;Ressonância;41101553;854,25;;135,31;SEM ESMALTE / UNHA EM GEL jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA ARTERIAL PE ESQUERDO
ANRMAPEL;Angiorressonância Arterial Pelve;Ressonância;41101596;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL PELVE
ANRMAPRD;Angiorressonância Arterial Perna Direita;Ressonância;41101553;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA ARTERIAL PERNA DIREITA
ANRMAPRE;Angiorressonância Arterial Perna Esquerda;Ressonância;41101553;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 26.;ANGIORESSONANCIA ARTERIAL PERNA ESQUERDA
ANRMAPES;Angiorressonância Arterial Pescoço;Ressonância;41101618;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente..;ANGIORESSONANCIA ARTERIAL PESCOCO
ANRMATOR;Angiorressonância Arterial Tórax · Gerado Automaticamente;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 2.;ANGIORESSONANCIA ARTERIAL TORAX · Gerado automaticamente
ANRMVBRE;Angiorressonância Venosa Antebraço Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA ANTEBRACO ESQUERDO
ANRMVRBD;Angiorressonância Venosa Braço Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA BRACO DIREITO
ANRMVRBE;Angiorressonância Venosa Braço Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA BRACO ESQUERDO
ANRMVCXD;Angiorressonância Venosa Coxa Esquerda;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA COXA ESQUERDA
ANRMVCXE;Angiorressonância Venosa Coxa Esquerda;Ressonância;;854,25;;;NJejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA COXA ESQUERDA
ANRMVRCR;Angiorressonância Venosa Crânio;Ressonância;41101545;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA CRANIO
ANRMVBRD;Angiorressonância Venosa de Antebraço Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA DE ANTEBRACO DIREITO
ANRMVJOD;Angiorressonância Venosa Joelho Direito;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA JOELHO DIREITO
ANRMJOE;Angiorressonância Venosa Joelho Esquerdo;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA JOELHO ESQUERDO
ANRMVMAD;Angiorressonância Venosa Mão Direita;Ressonância;;854,25;;;SEM ESMALTE jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA VENOSA MAO DIREITA
ANRMVMAE;Angiorressonância Venosa Mão Esquerda;Ressonância;;854,25;;;SEM ESMALTE jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA VENOSA MAO ESQUERDA
ANRMVPED;Angiorressonância Venosa Pé Direito;Ressonância;;854,25;;;SEM ESMALTE jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência.;ANGIORESSONANCIA VENOSA PE DIREITO
ANRMVPEE;Angiorressonância Venosa Pé Esquerdo · Gerado Automaticamente;Ressonância;;854,25;;;SEM ESMALTE jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Página 3.;ANGIORESSONANCIA VENOSA PE ESQUERDO · Gerado automaticamente
ANRMVPEL;Angiorressonância Venosa Pelve;Ressonância;41101600;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA PELVE
ANRMVPRD;Angiorressonância Venosa Perna Direita;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA PERNA DIREITA
ANRMVPRE;Angiorressonância Venosa Perna Esquerda;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA PERNA ESQUERDA
ANRMVPES;Angiorressonância Venosa Pescoço;Ressonância;41101626;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA PESCOCO
ANRMVTOR;Angiorressonância Venosa Tórax;Ressonância;;854,25;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;ANGIORESSONANCIA VENOSA TORAX
ANTCAOAB;Angiotomografia Aorta Abdominal;Tomografia;41001184;1.232,50;;225,29;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA AORTA ABDOMINAL
ANTCAOTO;Angiotomografia Aorta Torácica;Tomografia;41001176;1.232,50;;225,29;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA AORTA TORACICA
ANTCACRA;Angiotomografia Arterial Crânio;Tomografia;41001370;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA ARTERIAL CRANIO
ANTCAMID;Angiotomografia Arterial Membro Inferior Direito;Tomografia;41001478;1.232,50;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA ARTERIAL MEMBRO INFERIOR D
ANTCAMIE;Angiotomografia Arterial Membro Inferior Esquerdo;Tomografia;41001478;1.232,50;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA ARTERIAL MEMBRO INFERIOR E
ANTCAMSE;Angiotomografia Arterial Membro Superior Esquerdo;Tomografia;;1.232,50;;;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA ARTERIAL MEMBRO SUPERIOR E
ANTCAPEL;Angiotomografia Arterial Pelve;Tomografia;41001451;1.232,50;;153,61;Jejum de 4horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA ARTERIAL PELVE
ANTCARPE;Angiotomografia Arterial Pescoço;Tomografia;41001397;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA ARTERIAL PESCOCO
ANGITCAP;Angiotomografia Arterial Pulmonar;Tomografia;41001516;1.232,50;;153,61;Jejum de 4horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA ARTERIAL PULMONAR
ANTCARTO;Angiotomografia Arterial Tórax;Tomografia;41001419;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência. Página 27.;ANGIOTOMOGRAFIA ARTERIAL TORAX
ANTCMSE;Angiotomografia Membro Superior Esquerdo;Tomografia;;1.232,50;;;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA MEMBRO SUPERIOR ESQUERDO
ANTCVCRA;Angiotomografia Venosa Crânio;Tomografia;41001389;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA VENOSA CRANIO
ANTCVABS;Angiotomografia Venosa de Abdome Superior;Tomografia;41001443;1.232,50;;153,61;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA VENOSA DE ABDOME SUPERIOR
ANTCVMID;Angiotomografia Venosa Membro Inferior Direito;Tomografia;;1.232,50;;;Jejum de 4 horas Trazer exames anteriores e pedido médico.;ANGIOTOMOGRAFIA VENOSA MEMBRO INFERIOR DIREITO
ANTCMSD;Angiotomografia Venosa Membro Superior Direito · Gerado Automaticamente;Tomografia;;1.232,50;;;Jejum de 4 horas Trazer exames anteriores e pedido médico Página 4.;ANGIOTOMOGRAFIA VENOSA MEMBRO SUPERIOR DIREITO · Gerado automaticamente
ANTCVPEL;Angiotomografia Venosa Pelve;Tomografia;41001460;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA VENOSA PELVE
ANTCVEPE;Angiotomografia Venosa Pescoço;Tomografia;41001400;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA VENOSA PESCOCO
ANTCVETO;Angiotomografia Venosa Tórax;Tomografia;41001427;1.232,50;;153,61;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 15 minutos de antecedência.;ANGIOTOMOGRAFIA VENOSA TORAX
DOARMID;Doppler Arterial de Membro Inferior Direito;Ultrassom;40901475;357,00;;304,45;;DOPPLER ARTERIAL DE MEMBRO INFERIOR DIREITO
DOARMIE;Doppler Arterial de Membro Inferior Esquerdo;Ultrassom;40901475;357,00;;304,45;;DOPPLER ARTERIAL DE MEMBRO INFERIOR ESQUERDO
DOARMSD;Doppler Arterial de Membro Superior Direito;Ultrassom;40901459;357,00;;304,45;;DOPPLER ARTERIAL DE MEMBRO SUPERIOR DIREITO
DOARMSE;Doppler Arterial de Membro Superior Esquerdo;Ultrassom;40901459;357,00;;304,45;;DOPPLER ARTERIAL DE MEMBRO SUPERIOR ESQUERDO
DOPBOLES;Doppler Bolsa Escrotal;Ultrassom;;148,75;;;;DOPPLER BOLSA ESCROTAL
DOCOAOAR;Doppler Colorido de Aorta e Arterias Renais;Ultrassom;40901394;357,00;;304,45;**************12 HORAS DE jejum**************.;DOPPLER COLORIDO DE AORTA E ARTERIAS RENAIS
DOPOREST;Doppler Colorido de Orgao Ou Estrutura Isolada;Ultrassom;40901386;148,75;;150,53;;DOPPLER COLORIDO DE ORGAO OU ESTRUTURA ISOLADA
DOVACEVB;Doppler Colorido de Vasos Cervicais Venosos Bilateral;Ultrassom;40901378;357,00;;304,45;;DOPPLER COLORIDO DE VASOS CERVICAIS VENOSOS BILATERAL
DOCTRANS;Doppler Colorido Transfontanela;Ultrassom;40901351;357,00;;150,53;Página 28.;DOPPLER COLORIDO TRANSFONTANELA
DOAORILI;Doppler de Aorta e Iliacas;Ultrassom;40901408;357,00;;135,18;12 HORAS DE jejum.;DOPPLER DE AORTA E ILIACAS
DOCARVER;Doppler de Carótidas e Vertebrais;Ultrassom;40901360;357,00;;304,45;;DOPPLER DE CAROTIDAS E VERTEBRAIS
DOVEICAS;Doppler de Veia Cava Superior Ou Inferior;Ultrassom;40901432;357,00;;120,94;;DOPPLER DE VEIA CAVA SUPERIOR OU INFERIOR
DOVEICAI;Doppler Panturrilha Direita;Ultrassom;;148,75;;;;DOPPLER PANTURRILHA DIREITA
DOPPANTE;Doppler Panturrilha Esquerda;Ultrassom;;148,75;;;;DOPPLER PANTURRILHA ESQUERDA
DOPTIREO;Doppler Tireoide;Ultrassom;;148,75;;;;DOPPLER TIREOIDE
DOTRANSV;Doppler Transvaginal;Ultrassom;;148,75;;;;DOPPLER TRANSVAGINAL
DOVEINFD;Doppler Venoso de Membro Inferior Direito;Ultrassom;40901483;357,00;;304,45;;DOPPLER VENOSO DE MEMBRO INFERIOR DIREITO
DOVEINFE;Doppler Venoso de Membro Inferior Esquerdo;Ultrassom;40901483;357,00;;304,45;;DOPPLER VENOSO DE MEMBRO INFERIOR ESQUERDO
DOVESUPD;Doppler Venoso de Membro Superior Direito;Ultrassom;40901467;357,00;;304,45;;DOPPLER VENOSO DE MEMBRO SUPERIOR DIREITO
DOVESUPE;Doppler Venoso de Membro Superior Esquerdo;Ultrassom;40901467;357,00;;304,45;;DOPPLER VENOSO DE MEMBRO SUPERIOR ESQUERDO
ENTRESSO;Enteroressonancia · Gerado Automaticamente;Ressonância;41101170;1.704,25;;135,31;Jejum 8 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 5.;ENTERORESSONANCIA · Gerado automaticamente
ENTTOMO;Enterotomografia;Tomografia;41001095;1.071,00;;225,29;TC COM CONTRASTE: Lactantes não amamentar por 48h apos o exame. (cid:127) Crianças menores de 1 (um) ano = Nao necessita jejum.. (cid:127) Crianças de 1 (um) a 4 (quatro) anos = jejum de 4 horas. (cid:127) Crianças maiores de 5 (cinco) anos = jejum de 8 horas. (cid:127) Adultos: jejum de 08 horas. Realizar refeições leves no dia anterior (evite derivados do leite, líquidos gaseificados, feijão, carnes de porco e carne vermelha, entre outros). Bexiga parcialmente cheia. Chegar com 15 minutos de antecedência. Trazer exames anteriores.;ENTEROTOMOGRAFIA
MAMOGRA;Mamografia Digital;Mamografia;40808041;178,00;;72,53;Não usarem nenhum cosmético (desodorante, creme, talco, oleo etc) nas mamas e axilas no dia do exame. Caso a paciente tenha agendado ultrassonografia de mamas, deve se realizar primeiro a mamografia. Em caso de pacientes lactantes (Que estao amamentando), deve se realizar a ordenha antes de vir realizar o exame. Certificar que a paciente nao realizou cirurgia de mama nos ultimos 12 meses. Caso tenha feito o exame for de rotina aguardar esse periodo para agendamento. Em caso de paciente sintomaticos, a mesma deve trazer um termo de responsabilidade medica para que o exame seja realizado. Trazer exames anteriores (caso tenha).;MAMOGRAFIA DIGITAL
RXENEOPA;Raio X Enema Opaco;Raio-X;40806081;412,25;;76,96;Adulto: jejum absoluto de 8 horas. Refeições leves no dia aterior ao exame Tomar laxante da sua preferência as 08:00 e as 16:00 no dia anterior ao exame. Tomar 40 gotas de Luftal de 08/08 horas a partir das 08:00 do dia anterior ao exame. Trazer exames anteriores. Chegar com 30min de antecedência. CRIANÇAS: fazer refeições leves no dia anterior.;RAIO X ENEMA OPACO
RECOTRID;Reconstrucao Tridimensional-acrescentar Exame de Base;Outros;;93,50;;;;RECONSTRUCAO TRIDIMENSIONAL-ACRESCENTAR EXAME DE BASE
RMCOLANG;Ressonância Colangio;Ressonância;41101359;909,50;;225,29;Jejum de 8 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RESSONANCIA COLANGIO
RMABDSUP;RM Abdome Superior (figado, Pancreas, Baco, Rins, Supra-rena;Ressonância;41101170;854,25;;135,31;Jejum de 8 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ABDOME SUPERIOR (FIGADO, PANCREAS, BACO, RINS, SUPRA-RENA
RMABDSUV;RM Abdome Superior com Primovist;Ressonância;41101170;1.364,25;;135,31;Jejum de 8 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ABDOME SUPERIOR COM PRIMOVIST
RMABDTOT;RM Abdome Total;Ressonância;;1.704,25;;;Jejum de 8 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ABDOME TOTAL
RMACRDIR;RM Acromoclavicular Direita;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ACROMOCLAVICULAR DIREITA
RMACRESQ;RM Acromoclavicular Esquerda · Gerado Automaticamente;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 6.;RM ACROMOCLAVICULAR ESQUERDA · Gerado automaticamente
RMANBRD;RM Antebraço Direito;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ANTEBRACO DIREITO
RMANBRE;RM Antebraço Esquerdo;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ANTEBRACO ESQUERDO
RMARTEMP;RM Articulação Temporomandibular Bilateral;Ressonância;41101103;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ARTICULACAO TEMPOROMANDIBULAR BILATERAL
RMPARTIC;RM Articular (por Articulacao);Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ARTICULAR (POR ARTICULACAO)
RNMBACIA;RM Bacia;Ressonância;41101278;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 30.;RM BACIA
RMBASCRA;RM Base do Crânio;Ressonância;41101030;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM BASE DO CRANIO
RMBRACOD;RM Braço Direito;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM BRACO DIREITO
